image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall,model
House-Floor-Plans-12-page-5,cmp1,larger_porch,comparison_qa,"Which porch, front or back, has more deck square footage size?",The front porch,Front porch,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,MECHANICAL LEVEL & FIRST FLOOR PLAN,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,ocr2,sheet_number,ocr_qa,What is the sheet number?,A102,A102,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,ocr3,client_name,ocr_qa,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction","M.E. RINKER, Sr. HALL",1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,ocr4,university_name,ocr_qa,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,University of Florida,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,ocr5,scale_first_floor,ocr_qa,What is the drawing scale for the first floor plan?,"1/8"" = 1'-0""","1/8"" = 1'-0""",1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,sp1,count_grid_columns,spatial_qa,Which room on the first floor plan is located inside the veritical grid G and I horizontally and grid 1 and 2 vertically?,The Structures Studio (0140),The room located within vertical grid G and I horizontally and grid 1 and 2 vertically is the **Mechanical Room**.,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_009-1,sp2,room_orientation,spatial_qa,"In the first floor plan, is the M.E.P Studio room located north or south of the central corridor?",South of the central corridor,South,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,sp3,mech_vs_floor_location,spatial_qa,Which half of the sheet contains the mechanical level plan?,The upper half of the sheet.,Right half,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_009-1,sp4,mech_vs_floor_location,spatial_qa,Where is the soil and concrete lab located with respect to the structures studio on first floor?,The soil and concrete lab is located to the right of the structures studio.,To the right of the Structures studio.,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_009-1,cnt1,elevator_shaft,counting_qa,How many elevator shafts are shown in the building plan?,One (1) elevator shaft.,2,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_009-1,cmp1,largest_room,comparison_qa,"Which room is largest? The Structures studio, M.E.P studio, or the soil and concrete lab?",The M.E.P studio,Structures studio,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,ocr1,column_size_lookup,ocr_qa,"According to the column size schedule, what is the cross-section of C2 on the second floor?",W12×79 column section.,"12"" x 12""",0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,FOUNDATION SLAB-ON-GRADE PLAN,FOUNDATION SLAB-ON-GRADE PLAN,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_051-1,ocr3,drawing_number,ocr_qa,What is the drawing number shown on this drawing?,S1.0,S1.0,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_051-1,ocr4,issued_date,ocr_qa,When was the issued date for this drawing?,11-21-01,11-21-01,1.0,1.0,Qwen3 VL 8B Instruct
Rinker_051-1,sp1,grid_zone_identification,spatial_qa,Which footing type is located at the intersection of gridlines C and 4?,Footing type F1.,Spread Footing,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,sp2,directional_relationship,spatial_qa,Is the cast-in-place concrete stair enclosure located east or west of the gridline labeled 'K'?,East of gridline K.,West of gridline K.,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,cnt1,footing_typology,counting_qa,How many footing typology are available on the spread footing schedule?,Seven (7) footing types,4,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,cmp1,largest_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest dimensions?,"Footing type F10 (10'-0"" × 10'-0"").",Footing Type 12,0.0,0.0,Qwen3 VL 8B Instruct
Rinker_051-1,cmp2,thick_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest thickness?,"Footing type F10 (10'-0"" × 10'-0"").",Footing Type 12,0.0,0.0,Qwen3 VL 8B Instruct
0000-0001,ocr1,read_area_text,ocr_qa,what is the size of the GARAGE on the left?,39.37 m²,"Based on the label inside the room, the size of the garage is **39.37 m²**.",1.0,1.0,Qwen 3.5 Plus
0000-0001,ocr2,read_area_text,ocr_qa,What is the area of the SALON and SEJOUR room in square meters?,47.19 m²,47.19 m²,1.0,1.0,Qwen 3.5 Plus
0000-0001,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE,CUISINE,1.0,1.0,Qwen 3.5 Plus
0000-0001,sp2,access_to_terrace,spatial_qa,Which room has an openable door to the TERRASSE?,The CUISINE,"Based on the architectural plan, the room labeled **SALON** (which is part of the larger living area labeled SEJOUR) has an openable double door leading directly to the **TERRASSE**. The adjacent **CUISINE** (kitchen) appears to have a window, not a door, facing the terrace.

**Answer:** SALON",0.0,0.0,Qwen 3.5 Plus
0000-0001,cnt1,count_bedrooms,counting_qa,How many bedrooms are there on the floor plan?,Two (2) bedrooms,"Based on the floor plan, there are **2** bedrooms (labeled ""CHAMBRE 1"" and ""CHAMBRE 2"").",1.0,1.0,Qwen 3.5 Plus
0000-0001,cnt2,count_windows,counting_qa,How many windows does Chambre 1 have on the floor plan?,One (1) window.,"Based on the floor plan, **Chambre 1** has **2** windows: one on the bottom exterior wall and one on the right exterior wall.",0.0,0.0,Qwen 3.5 Plus
0000-0001,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,"Based on the floor plan, **CHAMBRE 1** has the largest area at **13.01 m²** (compared to CHAMBRE 2 which is 12.02 m²).",1.0,1.0,Qwen 3.5 Plus
0000-0001,cmp2,largest_room,comparison_qa,Which room has the largest area in m²?,Salon and Sejour,"Based on the provided floor plan, the room with the largest area is the combined **Salon/Sejour** (Living/Dining area), which is labeled with an area of **47.19 m²**.

The next largest enclosed space is the **Garage** at **39.37 m²**.",1.0,1.0,Qwen 3.5 Plus
0000-0002,ocr1,read_area_text,ocr_qa,What is the area of the BAINS room in square meters?,5.90 m²,5.90 m²,1.0,1.0,Qwen 3.5 Plus
0000-0002,sp1,read_room_label,spatial_qa,Which room is directly connected with SEJOUR without an internal door?,The CUISINE,"Based on the floor plan, the **CUISINE** (Kitchen) is directly connected to the **SEJOUR** (Living Room) through a wide opening without a visible internal door symbol. Additionally, the **TERRASSE** is connected via external openings, but the Cuisine is the interior room connected in this manner.

**CUISINE**",1.0,1.0,Qwen 3.5 Plus
0000-0002,sp2,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The Lingerie,LINGERIE,1.0,1.0,Qwen 3.5 Plus
0000-0002,cnt1,count_bedrooms,counting_qa,How many bedrooms are available on the floor plan?,Three (3) bedrooms.,"Based on the floor plan, there are **3** bedrooms (labeled as CHAMBRE 1, CHAMBRE 2, and CHAMBRE 3).",1.0,1.0,Qwen 3.5 Plus
0000-0002,cnt2,access_doors,counting_qa,How many doors give access to the LINGERIE room?,Three (3) doors.,"Based on the floor plan, there are **2** doors giving access to the LINGERIE room: one connecting to the CUISINE (kitchen) and one connecting to the GARAGE.",0.0,0.0,Qwen 3.5 Plus
0000-0002,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,Chambre 1,1.0,1.0,Qwen 3.5 Plus
0000-0002,cmp2,largest_room,comparison_qa,Which room has the second largest area?,Garage,"Based on the provided floor plan, here are the areas of the main rooms:

1.  **SEJOUR:** $30.67\text{ m}^2$
2.  **CHAMBRE 1:** $11.01\text{ m}^2$
3.  **CHAMBRE 3:** $10.10\text{ m}^2$
4.  **CHAMBRE 2:** $10.09\text{ m}^2$
5.  **CUISINE:** $9.97\text{ m}^2$

(Note: The **TERRASSE** is $22.00\text{ m}^2$ and the **GARAGE** is approximately $16\text{--}18\text{ m}^2$, but these are typically classified as outdoor or utility spaces rather than interior rooms. The garage area is also crossed out on the plan.)

Excluding the terrace and garage, the room with the second largest area is **CHAMBRE 1**.",0.0,0.0,Qwen 3.5 Plus
0000-0002,cmp3,access_to_terrace,comparison_qa,Which bedroom is most close to the ABRI?,CHAMBRE 3,Chambre 3,1.0,1.0,Qwen 3.5 Plus
0000-0004,ocr1,read_room_label,ocr_qa,What is the area of the small TOILET between the CHAMBRE 1 and the CHAMBRE 2?,2.70 m²,2.70 m²,1.0,1.0,Qwen 3.5 Plus
0000-0004,ocr2,read_area_text,ocr_qa,What is the area of the Chambre 2 in square meters?,11.63 m²,11.63 m²,1.0,1.0,Qwen 3.5 Plus
0000-0004,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE and the ABRI VOITURE.,"Based on the floor plan, the room directly connected to the **GARAGE** via an internal door is the **A.CUIS.** (which stands for *Arrière Cuisine*, meaning Scullery or Pantry). The door is located on the upper wall of the garage, leading into this 5.66 m² room.",0.0,0.0,Qwen 3.5 Plus
0000-0004,cnt1,dinning_chairs,counting_qa,How many chairs are shown in the CUISINE room?,Five (5) chairs.,4,0.0,0.0,Qwen 3.5 Plus
0000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,"Based on the floor plan, the areas for the bedrooms are:

*   **CHAMBRE 1:** 11.88 m²
*   **CHAMBRE 2:** 11.63 m²
*   **CHAMBRE 3:** 11.45 m²

**CHAMBRE 1** has the largest area.",1.0,1.0,Qwen 3.5 Plus
0000-0004,cmp2,largest_room,comparison_qa,Which room has the second largest area?,Garage,"Based on the areas labeled on the floor plan:

1.  **SEJOUR / SALON:** 44.81 m² (Largest)
2.  **GARAGE:** 23.56 m² (Second Largest)
3.  **ABRI VOITURE:** 17.76 m²
4.  **ATELIER:** 12.67 m²
5.  **CUISINE:** 12.61 m²

The room with the second largest area is the **Garage** (23.56 m²).",1.0,1.0,Qwen 3.5 Plus
0000-0004,cmp3,largest_toilet,comparison_qa,"Which toilet( TOILET, W.C or BAINS) has the largest area?",The BAINS.,BAINS (5.90 m²),1.0,1.0,Qwen 3.5 Plus
0000-0005,ocr1,read_room_label,ocr_qa,What is the size of the ABRI VOITURE in square meters?,16.00 m²,16.00 m²,1.0,1.0,Qwen 3.5 Plus
0000-0005,ocr2,read_area_text,ocr_qa,What is the area of the BAINS room in square meters?,6.31 m²,6.31 m²,1.0,1.0,Qwen 3.5 Plus
0000-0005,sp1,access_to_terrace,spatial_qa,Which bedroom has a window access to the terrace?,Chambre 3,Chambre 3,1.0,1.0,Qwen 3.5 Plus
0000-0005,cnt1,access_to_degt,counting_qa,How many doors give access to the DEGT space?,Six (6) doors,"Based on the provided floor plan, the space labeled **DEGT** (Dégagement/Hallway) has **6** doors giving access to it. These doors connect to:

1.  **CHAMBRE 2**
2.  **CHAMBRE 3**
3.  **BAINS**
4.  **BUREAU**
5.  **CHAMBRE 1**
6.  **W.C**",1.0,1.0,Qwen 3.5 Plus
0000-0005,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,"Based on the floor plan, the areas for the bedrooms are:
*   **CHAMBRE 1:** 10.95 m²
*   **CHAMBRE 2:** 10.20 m²
*   **CHAMBRE 3:** 10.02 m²

**CHAMBRE 1** has the largest area.",1.0,1.0,Qwen 3.5 Plus
0000-0005,cmp2,largest_room,comparison_qa,Which room has the largest area in m²?,SALON and SEJOUR 44.38 m²,"Based on the floor plan, the room (or open living space) with the largest area is the combined **Salon / Séjour / Entrée** area, which is labeled with **44.38 m²**.

The next largest enclosed space is the **Garage** at **32.88 m²**.",1.0,1.0,Qwen 3.5 Plus
0000-0005,cmp3,adjacency,comparison_qa,Which bedroom is closer to the W.C?,Chambre 1,Chambre 1,1.0,1.0,Qwen 3.5 Plus
0000-0005,cmp4,larger_area,comparison_qa,"Which room has the larger area, the GARAGE or the ABRI VOITURE?",The GARAGE,The **GARAGE** has the larger area (32.88 m² vs 16.00 m²).,1.0,1.0,Qwen 3.5 Plus
1000-0001,ocr1,read_room_label,ocr_qa,What is the listed area of the 'Cuina-Estar-Menjador' on the Planta Baixa?,19.50 m²,"19,50 m2",1.0,1.0,Qwen 3.5 Plus
1000-0001,ocr2,read_area_text,ocr_qa,What is the area of 'Dormitori 1' on the Planta Baixa?,8.10 m²,"8,10 m2",1.0,1.0,Qwen 3.5 Plus
1000-0001,ocr3,adjacency,ocr_qa,"What is the area of the adjacent room to CUINA-ESTAR-MENJADOR, to the left of the staircase, on Planta PIS 1-2-3?",9.70 m²,"9,70 m2",1.0,1.0,Qwen 3.5 Plus
1000-0001,sp1,titleblock_location,spatial_qa,Where is the title block located relative to the entire sheet?,Bottom-right corner,The title block is located in the bottom right corner of the sheet.,1.0,1.0,Qwen 3.5 Plus
1000-0001,cnt1,count_bedrooms,counting_qa,How many bedrooms (dormitary) are available on the PLANTA BAIXA floor?,Two (2) bedrooms,"Based on the ""PLANTA BAIXA"" floor plan and the accompanying area table, there are **2** bedrooms (labeled as ""DORMITORI 1"" and ""DORMITORI 2"").",1.0,1.0,Qwen 3.5 Plus
1000-0001,cmp1,largest_bedroom,comparison_qa,Which bedroom on Planta Baixa floor has the largest area?,Dormitori 2,Dormitori 2 (11.35 m²),1.0,1.0,Qwen 3.5 Plus
1000-0001,cmp2,largest_room,comparison_qa,Which room has the largest area in the drawing?,Cuina-Estar-Menjador (Kitchen–Living–Dining),"Based on the provided floor plans and area table:

The room with the largest area shown in the floor plans is the **Cuina-Estar-Menjador** (Kitchen-Living-Dining room) on the **Planta Baixa** (Ground Floor), with an area of **19.50 m²**.

(Note: The area table at the bottom lists a ""Cuina-Est.-Menjador"" for the ""PIS 4a (DUPLEX)"" with 21.40 m², but this floor plan is not visually depicted in the drawing).",1.0,1.0,Qwen 3.5 Plus
1000-0001,cmp3,closer_door,comparison_qa,Whose DORMITORI door has shorter travelling distance to the TRASTER room on the PLANTA BAIXA floor plan?,The door of Dormitori 1.,"Based on the **PLANTA BAIXA** floor plan:

1.  Locate the **TRASTER** (2.50 m²), which is situated next to the stairs (**ESCALA**).
2.  Locate the two bedrooms: **DORMITORI 1** (8.10 m²) in the top right corner and **DORMITORI 2** (11.35 m²) below it.
3.  The **TRASTER** is centrally located near the stairs. **DORMITORI 2** is positioned just to the right and slightly below the Traster area (next to **BANY 2**, which is adjacent to the stairs). **DORMITORI 1** is further away in the top right corner, past **BANY 1**.

Visually and spatially, the door to **DORMITORI 2** is closer to the Traster.

**DORMITORI 2**",0.0,0.0,Qwen 3.5 Plus
2000-0002,ocr1,read_floor_area,ocr_qa,What is the listed total square footage of the 1st floor?,914 SQUARE FEET,914 square feet,1.0,1.0,Qwen 3.5 Plus
2000-0002,ocr2,read_safety_note,ocr_qa,What does the safety note say about smoke detectors near the hallway?,All smoke detectors linked w/ battery backup.,"The safety note states: ""**ALL SMOKE/CO DETECTORS LINKED W/ BATTERY BACKUP**"".",1.0,1.0,Qwen 3.5 Plus
2000-0002,sp1,kitchen_appliances,spatial_qa,Which major appliances are located directly adjacent to the kitchen sink?,Dishwasher and the refrigerator.,"Based on the floor plan:

*   **Dishwasher (DW):** Located directly to the right of the sink.
*   **Refrigerator (REF):** Located to the right of the dishwasher.
*   **Range/Stove:** Located on the wall to the left of the sink (separated by a section of counter).",1.0,1.0,Qwen 3.5 Plus
2000-0002,sp2,adjacency,spatial_qa,Which room is directly adjacent to the Pantry?,The Kitchen,"Based on the floor plan, the **Pantry** (which appears to be a cabinet within the kitchen area) is directly adjacent to the **Bathroom / Laundry** room, separated by a wall. It is also located within the **Kitchen**.

Most precise answer: **Bathroom / Laundry** (or **Kitchen**, as it is contained within it). Given the phrasing ""adjacent to"", it likely refers to the neighboring room across the wall.

Let's look at the layout one more time. The pantry cabinet is against the wall that separates the kitchen from the bathroom/laundry. So the room on the other side is the Bathroom/Laundry.

Answer: **Bathroom / Laundry**",0.0,0.0,Qwen 3.5 Plus
2000-0002,sp3,adjacency,spatial_qa,"Which room is positioned directly beside the Stair, sharing the longest adjoining wall?",Bedroom 1,"Based on the floor plan, the **Living Room** is positioned directly to the left of the Stair and shares the longest adjoining wall (the vertical wall running along the side of the stairwell).",0.0,0.0,Qwen 3.5 Plus
2000-0002,cnt1,count_window,counting_qa,How many windows does the bedroom have?,One (1) window.,"Based on the floor plan, **Bedroom 1** has **2** windows:
1.  One on the bottom exterior wall (labeled ""EGRESS"").
2.  One on the right exterior wall.",0.0,0.0,Qwen 3.5 Plus
2000-0002,cmp1,largest_room,comparison_qa,Which room in the plan has the largest area?,Living Room,"Based on the floor plan, the **Living Room** has the largest area. It occupies the majority of the left side of the plan and appears to be part of an open-concept space that includes the kitchen and dining area, making it significantly larger than Bedroom 1, the Kitchen, or the Bathroom/Laundry area.",1.0,1.0,Qwen 3.5 Plus
3000-0001,ocr1,read_room_label,ocr_qa,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,Main Bedroom,1.0,1.0,Qwen 3.5 Plus
3000-0001,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP. (and 30x68 STONE OR TILE FLOORING near the woodstove)",1.0,1.0,Qwen 3.5 Plus
3000-0001,sp1,item_location,spatial_qa,Where are the woodstoves located?,Living Room (& Guest Room),"The woodstove is located in the **Living Room (& Guest Room)**. It is marked as ""(OPTIONAL)"" on the plan.",1.0,1.0,Qwen 3.5 Plus
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,"Based on the provided floor plan, the **MAIN BEDROOM** is directly connected to the **HALL** via a door (labeled as a 32x80 opening, optionally a pocket door). It also appears to have a closet (indicated by door 'D'), but the only adjacent room it connects to is the Hall. The Bathroom is accessed from the Hall, not directly from the Main Bedroom. The Living Room is separated by a solid wall.

**Answer:** HALL",1.0,1.0,Qwen 3.5 Plus
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,"Based on the floor plan, the space that provides access to the stairs (labeled with ""UP"") from the **MAIN BEDROOM** is the **HALL**. You exit the main bedroom into the hall, which connects to the stairway area.",0.0,0.0,Qwen 3.5 Plus
3000-0001,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Two (2) windows,"Based on the floor plan, there are **2** windows available for the main bedroom (one on the top wall and one on the left wall).",1.0,1.0,Qwen 3.5 Plus
3000-0001,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living Room (& Guest Room),"Based on the floor plan dimensions:

*   **Living Room (& Guest Room):** Approximately 16'-0"" (height) x 13'-6"" (width) = **216 sq. ft.** (Note: It may be slightly wider depending on the exact wall placement, but visually it is the largest enclosed space).
*   **Main Bedroom:** Approximately 10'-0"" to 13'-8"" (height) x 13'-6"" (width) = **135 - 184 sq. ft.**
*   **Front Porch:** 24'-0"" x 8'-0"" = 192 sq. ft. (This is an exterior space, not typically counted as a ""room"").
*   **Kitchen:** Significantly smaller, roughly 11'-6"" x 8'-0"" = ~92 sq. ft.

The **Living Room (& Guest Room)** has the largest area.",1.0,1.0,Qwen 3.5 Plus
3000-0001,cmp2,bigger_room,comparison_qa,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"Based on the dimensions provided in the floor plan:

*   The **COATS** closet (located at the bottom right near the entrance) has dimensions of approximately **2'-2"" wide by 3'-5"" deep**.
*   The **UTILITY CLOSET** (located near the kitchen/hall) has dimensions of approximately **3'-1"" wide by 3'-1"" deep**.

Therefore, the **UTILITY CLOSET** is bigger.",1.0,1.0,Qwen 3.5 Plus
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,2.5/12,1.0,1.0,Qwen 3.5 Plus
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0,Qwen 3.5 Plus
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,Main Bedroom,1.0,1.0,Qwen 3.5 Plus
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,"Based on the provided floor plan, the **Main Bedroom** has **3** windows:
1.  One window on the left (exterior) wall.
2.  Two windows on the bottom (exterior) wall, facing the porch roof.",1.0,1.0,Qwen 3.5 Plus
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"Based on the floor plan, the **Hall** is the room (or space) closest to the Bath. They share a common wall with a door connecting them, and the Hall provides direct access to the Bath. The **Main Bedroom** is also adjacent (located below the Bath), but separated by a wall labeled ""INSULATED 6"" WALL"" and a 2'-0"" dimension zone.",0.0,0.0,Qwen 3.5 Plus
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,"Based on the dimensions provided in the floor plan:

*   **MAIN BEDROOM:** Approximately **13'-6"" wide** (sum of 7'-8"" + 3'-5"" + 2'-5"") by **8'-0"" deep**, resulting in an area of roughly **108 sq. ft.**
*   **BEDROOM:** Approximately **10'-0"" wide** (sum of 6'-6"" + 3'-5"") by **7'-8"" deep**, resulting in an area of roughly **76 sq. ft.**
*   **BATH:** Approximately **7'-8"" wide** by **6'-0"" deep**, resulting in an area of roughly **46 sq. ft.**

The **Main Bedroom** has the largest area.",1.0,1.0,Qwen 3.5 Plus
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"Based on the floor plan, the **MAIN BEDROOM** has the closest access to the stairs through the hall.

*   The **HALL** is centrally located.
*   The **STAIRS** (labeled ""DOWN"") are located to the right of the Hall.
*   The **MAIN BEDROOM** has a door (labeled 'D') opening directly into the Hall, adjacent to the area leading to the stairs.
*   The **BATH** is further away on the left side of the Hall.
*   The **BEDROOM** on the right accesses the stair area directly, not primarily ""through the hall"" in the same way, and is separated by the stairwell structure itself. Even if considered, the Main Bedroom's door is centrally located right next to the hall-stair transition. However, strictly speaking, the Main Bedroom is the room accessing the *Hall* that is closest to the stairs.",0.0,0.0,Qwen 3.5 Plus
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"Based on the floor plan, the **bath** is the room located directly adjacent to the ""BACK ADDITION LEAN-TO ROOF"" and features a window in the wall facing that roof area. The bedrooms are located further south on the plan and do not border this roof section.",1.0,1.0,Qwen 3.5 Plus
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,Living / Dining Room,1.0,1.0,Qwen 3.5 Plus
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"Based on the floor plan, the door connecting the **Kitchen** and the **MUDROOM** is labeled with the letter **B** (inside a circle).",1.0,1.0,Qwen 3.5 Plus
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,"Based on the floor plan, the major appliance positioned directly across from the kitchen sink (located on the right wall) is the **refrigerator** (labeled ""REF"" on the opposite wall).",1.0,1.0,Qwen 3.5 Plus
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,LIVING / DINING ROOM,1.0,1.0,Qwen 3.5 Plus
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,Main Bedroom,1.0,1.0,Qwen 3.5 Plus
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),"Based on the floor plan, there are **4** windows available for the Living/Dining space:

1.  One window on the left (west) wall.
2.  Three windows along the bottom (south) wall facing the front stoop.",1.0,1.0,Qwen 3.5 Plus
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,"Based on the dimensions provided in the floor plan, the **LIVING / DINING ROOM** has the largest area. It spans approximately 19 feet in width (indicated by the sum of bottom dimensions 4'-6"" + 7'-6"" + 7'-6"") and 16 feet in length, totaling roughly 304 square feet, which is significantly larger than any other room.",1.0,1.0,Qwen 3.5 Plus
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"Based on the floor plan, the **mudroom** is more closely accessible.

Here is the path:
1.  The **Living / Dining Room** has a wide ""32x80 Cased Opening"" connecting it directly to the **Kitchen**.
2.  The **Mudroom** is directly adjacent to the Kitchen.

In contrast, the **Screen Porch** is located behind the **Main Bedroom**, requiring passage through a private bedroom to access it.",1.0,1.0,Qwen 3.5 Plus
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,The slope indicated for the lower shed roof is **2/12**.,1.0,1.0,Qwen 3.5 Plus
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.",Hardwood floor,1.0,1.0,Qwen 3.5 Plus
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,Rear Bedroom,1.0,1.0,Qwen 3.5 Plus
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,"Based on the floor plan, the **Rear Bedroom** (top right) and the **lower left Bedroom** do not have built-in closets within their rooms. The lower right bedroom has a closet labeled ""CLOSET: D"". The ""LINEN"" closet is located in the hall.

However, if forced to choose the most prominent one without any adjacent storage labeled as a closet, it is the **Rear Bedroom**. The lower left bedroom is adjacent to the ""LINEN"" closet.

Given the singular phrasing ""Which bedroom..."", and assuming the Linen closet might serve the lower left bedroom or is simply a hall closet, the **Rear Bedroom** is the clearest candidate for having no closet. But strictly speaking, both the Rear Bedroom and the lower left Bedroom lack a closet *inside* the room.

Let's look closer at the lower left bedroom. It has no closet symbol.
Let's look closer at the Rear Bedroom. It has no closet symbol.

I will state both.

**The Rear Bedroom and the lower left Bedroom.**",0.0,0.0,Qwen 3.5 Plus
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,"Based on the floor plan, the **BATH** has **2** windows (one on the top exterior wall and one on the left exterior wall).",0.0,0.0,Qwen 3.5 Plus
